ten_gpa,twelth_gpa,colz_gpa,nimcet_marks,psqt_gpa,me_gpa,co_gpa,pscp_gpa,pscp_lab_gpa,foss_lab_gpa,sgpa1,afm_gpa,ds_gpa,ss_gpa,oops_gpa,aad_gpa,ds_lab_gpa,ss_lab_gpa,oops_lab_gpa,sgpa2,cgpa2,os_gpa,dbms_gpa,wt_gpa,ospm_gpa,ads_gpa,os_lab_gpa,dbms_lab_gpa,wt_lab_gpa,sgpa3,cgpa3,pdwdm_gpa,ccn_gpa,se_gpa,ooad_gpa,dos_gpa,ke_lab_gpa,ccn_lab_gpa,set_lab_gpa,sgpa4,cgpa4,nps_gpa,uc_gpa,cc_gpa,dpsa_gpa,stt_gpa,seminar_viva_gpa,nps_lab_gpa,stt_lab_gpa,sgpa5,cgpa5,project_gpa,cgpa_final
7.22,6.78,5.34,477.25,6,6,5,5,5,5,5.29,8,6,5,5,5,6,7,5,5.88,5.58,6,5,5,6,7,7,5,5,5.75,5.64,5,7,7,5,7,5,7,6,6.12,5.76,7,7,5,6,6,5,8,6,6.25,5.86,6,5.88
5.94,7.77,7.56,537.9,7,8,7,9,8,9,7.86,8,7,8,8,9,9,9,9,8.38,8.12,7,6,5,9,6,8,7,5,6.62,7.62,6,8,7,7,8,7,9,8,7.5,7.59,7,7,8,6,8,8,8,8,7.5,7.57,7,7.48
8.72,7.69,7.34,467.43,7,8,8,5,5,7,6.86,8,6,6,6,7,5,8,6,6.5,6.68,10,10,10,9,5,10,9,9,9.0,7.45,9,5,6,7,10,9,6,7,7.38,7.43,6,6,6,6,6,6,5,7,6.0,7.15,7,7.12
6.95,7.38,6.84,566.35,6,6,7,6,7,7,6.29,5,5,5,7,6,6,5,6,5.62,5.95,6,7,10,6,6,7,5,9,7.0,6.3,8,7,6,6,5,8,8,6,6.75,6.41,6,7,6,5,6,7,7,6,6.25,6.38,7,6.48
5.28,7.3,5.51,429.95,8,5,7,5,6,5,6.14,7,6,5,6,6,5,5,8,6.0,6.07,7,10,6,5,6,7,9,6,7.0,6.38,10,8,6,7,8,9,8,6,7.75,6.72,9,7,8,7,5,6,10,5,7.12,6.8,5,6.5
5.33,6.15,6.21,463.52,8,5,6,7,8,6,6.71,6,8,7,7,8,10,8,8,7.75,7.23,7,5,7,5,8,8,6,7,6.62,7.03,5,7,8,8,7,5,7,7,6.75,6.96,6,7,8,7,7,8,5,7,6.88,6.94,8,7.12
6.31,7.26,6.5,498.29,6,8,5,6,7,6,6.43,6,6,7,5,6,6,9,7,6.5,6.46,6,8,7,8,6,6,8,5,6.75,6.56,8,8,8,8,6,7,7,9,7.62,6.82,8,8,7,7,7,7,7,6,7.12,6.88,6,6.74
7.46,6.8,5.91,557.27,5,8,6,8,7,10,7.43,7,6,10,9,9,8,9,9,8.38,7.9,6,5,9,7,6,5,6,9,6.62,7.48,5,8,7,6,6,5,7,7,6.38,7.2,9,6,8,5,6,6,8,6,6.75,7.11,7,7.09
5.69,6.44,7.82,611.75,8,6,6,8,9,7,7.29,9,6,9,7,7,7,8,7,7.5,7.39,8,5,8,6,5,9,6,8,6.88,7.22,6,8,8,7,8,5,9,9,7.5,7.29,7,6,7,8,7,8,6,7,7.0,7.23,7,7.19
5.76,5.65,5.4,482.56,5,8,6,7,9,9,7.29,6,7,9,7,6,8,10,8,7.62,7.45,7,8,10,9,8,8,8,10,8.5,7.8,9,6,6,7,8,9,6,5,7.0,7.6,5,8,7,6,7,8,5,8,6.75,7.43,6,7.19
7.66,7.9,6.12,649.76,5,6,5,5,6,5,5.43,7,5,6,6,8,7,7,8,6.75,6.09,6,5,9,8,6,6,5,10,6.88,6.35,5,6,7,6,6,5,7,8,6.25,6.33,5,7,6,5,7,6,5,6,5.88,6.24,6,6.2
7.57,6.7,5.48,560.78,7,5,5,5,5,7,5.57,8,5,5,6,6,7,6,8,6.38,5.98,6,5,9,7,5,5,6,9,6.5,6.15,6,8,7,7,7,5,8,6,6.75,6.3,8,6,6,6,8,6,9,8,7.12,6.46,7,6.55
7.07,6.59,6.03,639.69,5,5,8,7,6,9,6.57,6,5,7,6,6,5,9,6,6.25,6.41,7,10,6,6,5,8,9,7,7.25,6.69,10,7,8,6,8,9,8,7,7.88,6.99,8,7,7,7,8,6,7,7,7.12,7.01,8,7.18
8.21,7.2,7.24,436.81,7,6,7,7,9,8,7.29,8,6,7,8,8,6,9,8,7.5,7.39,8,9,9,6,7,9,8,9,8.12,7.64,10,8,7,8,7,9,7,8,8.0,7.73,6,8,7,9,5,6,7,6,6.75,7.53,5,7.11
5.54,5.81,6.46,580.48,6,5,6,7,8,7,6.43,7,5,6,8,6,5,7,7,6.38,6.4,8,8,6,6,5,7,9,6,6.88,6.56,8,8,6,6,9,9,9,7,7.75,6.86,7,6,5,6,7,8,7,8,6.75,6.84,8,7.03
7.2,6.55,6.82,445.08,5,8,6,8,6,6,6.43,8,6,10,8,6,6,10,9,7.88,7.15,7,9,7,9,7,6,9,8,7.75,7.35,8,5,8,5,7,7,5,6,6.38,7.11,6,7,7,5,9,7,6,10,7.12,7.11,8,7.26
8.34,7.94,7.53,476.15,5,7,8,7,6,8,6.57,8,5,6,9,5,6,7,9,6.88,6.73,8,10,6,7,5,8,10,7,7.62,7.02,9,8,7,8,9,9,8,8,8.25,7.33,9,7,6,8,8,6,8,9,7.62,7.39,8,7.49
7.51,7.57,5.97,418.76,5,6,6,6,5,5,5.86,7,6,7,8,7,8,8,7,7.25,6.55,8,8,10,5,7,9,8,9,8.0,7.04,8,8,8,6,8,7,7,7,7.38,7.12,8,7,8,6,7,6,7,6,6.88,7.07,6,6.89
7.81,7.74,7.28,568.49,6,6,6,7,9,8,7.14,8,6,7,9,8,6,8,9,7.62,7.38,8,9,7,6,7,7,10,5,7.38,7.38,9,7,7,6,6,9,7,6,7.12,7.32,6,6,8,6,6,8,7,7,6.75,7.2,5,6.84
6.54,6.4,5.88,635.49,8,6,5,8,7,9,7.14,8,9,8,9,7,8,8,9,8.25,7.7,7,6,8,5,10,7,5,7,6.88,7.42,5,7,7,7,6,5,7,5,6.12,7.1,6,6,7,7,6,7,5,6,6.25,6.93,7,6.94
6.4,7.55,5.56,513.95,7,6,8,5,5,7,6.14,8,6,5,7,5,8,6,6,6.38,6.26,10,8,9,7,5,9,7,10,8.12,6.88,8,6,5,7,9,9,7,6,7.12,6.94,5,6,8,6,5,6,5,5,5.75,6.7,5,6.42
5.49,6.34,7.97,586.3,9,7,8,8,8,9,8.29,9,8,8,8,8,8,10,6,8.12,8.2,7,9,10,8,9,8,10,10,8.88,8.43,9,10,9,10,7,8,9,9,8.88,8.54,9,7,9,10,9,6,9,9,8.5,8.53,9,8.61
8.82,9.97,8.08,922.71,8,8,10,9,10,9,9.14,10,10,8,9,8,10,7,9,8.88,9.01,9,9,9,9,8,9,8,10,8.88,8.97,10,8,9,8,10,9,9,9,9.0,8.98,9,9,8,8,10,8,10,10,9.0,8.98,10,9.15
9.44,9.54,9.97,791.29,8,8,8,9,8,10,8.71,8,10,10,10,10,8,8,10,9.25,8.98,8,7,9,9,9,7,8,10,8.38,8.78,8,10,8,10,7,7,9,9,8.5,8.71,10,10,10,9,7,8,10,8,9.0,8.77,6,8.31
7.48,7.07,7.42,438.9,6,8,8,7,8,8,7.57,5,8,8,7,7,9,7,9,7.5,7.54,8,6,9,10,6,8,6,10,7.88,7.65,7,8,8,6,8,8,8,9,7.75,7.68,7,6,5,7,7,7,6,8,6.62,7.46,6,7.22
6.6,7.45,5.7,429.86,8,6,6,7,7,6,6.86,5,7,6,8,10,8,7,8,7.38,7.12,8,6,8,7,8,8,5,8,7.25,7.16,5,7,8,8,9,5,6,9,7.12,7.15,7,7,7,7,8,7,6,6,6.88,7.1,8,7.25
8.56,8.56,9.76,875.66,8,9,10,8,7,9,8.71,8,7,7,7,9,7,6,7,7.25,7.98,9,9,9,9,8,10,10,8,9.0,8.32,9,8,8,10,9,8,7,8,8.38,8.34,8,9,9,9,8,9,9,7,8.5,8.37,8,8.31
7.34,7.02,5.98,608.04,8,8,7,8,7,9,7.43,7,7,8,7,7,6,7,9,7.25,7.34,8,6,10,8,5,9,7,9,7.75,7.48,7,6,8,6,7,8,7,7,7.0,7.36,6,7,7,5,7,8,6,6,6.5,7.19,8,7.32
7.54,6.43,5.09,439.54,6,5,7,5,6,7,6.14,6,5,7,7,8,7,8,6,6.75,6.45,7,5,5,5,5,8,6,6,5.88,6.26,6,6,7,6,6,7,6,8,6.5,6.32,7,7,6,7,7,7,6,7,6.75,6.4,6,6.34
6.95,7.85,7.1,588.38,7,7,9,6,5,7,7.0,8,8,6,8,9,10,5,9,7.88,7.44,10,10,10,8,9,10,10,9,9.5,8.13,10,10,9,9,10,9,10,9,9.5,8.47,9,8,10,8,9,8,10,8,8.75,8.53,7,8.27
9.55,7.66,5.78,565.55,8,8,5,5,5,6,6.14,7,6,5,7,6,8,5,9,6.62,6.38,6,7,9,8,7,5,7,7,7.0,6.59,8,8,6,8,5,7,9,7,7.25,6.75,9,7,6,7,7,7,9,7,7.38,6.88,5,6.57
5.09,5.04,6.19,603.05,5,5,8,8,10,7,7.14,7,8,7,10,9,9,9,10,8.62,7.88,7,6,10,5,6,7,7,9,7.12,7.63,6,6,7,7,7,5,5,6,6.12,7.25,6,7,8,6,8,8,6,7,7.0,7.2,6,7.0
7.26,5.6,6.67,619.23,6,8,5,7,8,7,6.57,6,5,7,9,5,5,8,8,6.62,6.6,6,7,7,8,6,5,8,6,6.62,6.6,5,7,8,7,6,5,6,8,6.5,6.58,7,7,8,7,9,6,8,8,7.5,6.76,9,7.14
9.42,9.43,9.72,735.88,8,6,6,9,8,9,7.57,8,8,10,8,6,10,9,9,8.5,8.04,7,9,7,8,7,7,8,6,7.38,7.82,10,7,6,6,6,10,8,7,7.5,7.74,8,7,7,5,6,7,8,7,6.88,7.57,6,7.31
6.67,7.58,5.25,641.02,7,8,7,7,7,8,7.14,8,7,8,5,8,9,9,6,7.5,7.32,6,6,6,10,6,7,6,6,6.62,7.09,6,8,7,6,6,7,9,5,6.75,7.0,7,6,8,7,7,7,8,7,7.12,7.03,8,7.19
7.52,6.44,7.55,409.68,6,7,8,7,9,6,7.0,6,8,8,7,7,10,8,8,7.75,7.38,10,10,6,5,9,10,9,5,8.0,7.58,9,6,6,7,8,8,7,6,7.12,7.47,6,6,6,6,7,6,6,8,6.38,7.25,7,7.21
6.47,7.88,6.11,464.64,8,7,8,7,9,9,7.57,7,5,8,7,7,5,7,9,6.88,7.23,7,7,10,6,6,7,7,9,7.38,7.28,7,5,5,6,6,8,5,5,5.88,6.93,6,8,8,7,5,7,7,6,6.75,6.89,5,6.58
5.91,6.42,7.64,543.95,6,6,9,8,10,9,7.71,7,6,8,8,7,5,7,8,7.0,7.36,10,10,7,6,5,10,9,5,7.75,7.49,9,8,7,8,9,10,9,6,8.25,7.68,8,7,8,9,6,7,9,7,7.62,7.67,6,7.39
6.49,5.15,5.12,632.28,5,5,7,8,9,8,6.71,8,6,7,7,7,8,7,8,7.25,6.98,6,10,10,6,6,6,10,9,7.88,7.28,10,7,6,7,6,10,6,5,7.12,7.24,7,7,8,7,6,6,5,5,6.38,7.07,6,6.89
5.71,6.54,5.5,489.99,7,6,5,5,7,6,6.0,7,5,5,7,8,5,6,6,6.12,6.06,5,7,8,6,6,6,5,7,6.25,6.12,8,8,7,6,5,9,9,6,7.25,6.41,9,5,5,5,7,5,10,8,6.75,6.47,7,6.56
7.02,6.12,5.34,460.92,8,6,6,7,9,6,6.86,5,5,6,7,6,6,6,6,5.88,6.37,8,7,10,5,6,9,6,10,7.62,6.79,7,7,8,8,7,6,6,8,7.12,6.87,7,7,8,7,7,8,8,8,7.5,7.0,8,7.16
7.26,5.62,5.84,404.85,7,7,6,7,7,9,7.29,9,6,8,9,9,7,9,8,8.12,7.7,6,9,6,9,5,6,10,7,7.25,7.55,8,8,7,8,5,9,7,8,7.5,7.54,7,8,5,8,6,6,8,7,6.88,7.41,7,7.34
6.6,6.49,6.92,514.09,7,7,8,6,6,8,7.14,6,8,6,8,9,9,5,8,7.38,7.26,9,5,9,8,8,10,6,8,7.88,7.47,5,7,7,8,8,5,8,7,6.88,7.32,6,7,8,7,8,8,5,7,7.0,7.26,7,7.21
7.65,7.76,5.05,390.46,7,5,7,8,7,7,6.57,7,7,8,6,6,8,10,8,7.5,7.04,6,9,7,6,6,6,9,7,7.0,7.02,8,6,8,7,7,7,6,8,7.12,7.05,5,7,8,6,9,8,5,9,7.12,7.06,9,7.39
9.65,8.85,8.24,776.11,10,8,10,10,8,10,9.14,9,10,10,9,9,9,10,10,9.5,9.32,8,7,8,9,9,7,8,8,8.0,8.88,7,8,8,9,8,8,7,6,7.62,8.57,8,8,10,7,8,9,9,8,8.38,8.53,7,8.27
7.76,7.78,6.23,585.53,5,5,8,5,5,7,5.86,8,7,7,5,7,6,7,5,6.5,6.18,10,9,6,7,8,10,10,5,8.12,6.83,9,7,6,6,9,9,6,5,7.12,6.9,8,6,6,5,6,5,9,5,6.25,6.77,7,6.81
6.93,5.95,7.92,636.7,8,6,8,7,8,5,7.14,8,8,9,6,7,7,9,5,7.38,7.26,8,7,5,7,7,8,6,6,6.75,7.09,7,5,6,5,8,6,6,6,6.12,6.85,5,6,6,6,5,7,5,5,5.62,6.6,5,6.34
5.27,7.23,5.57,529.71,6,5,8,5,5,6,5.86,8,6,7,5,8,7,7,6,6.75,6.3,8,7,8,5,5,8,6,9,7.0,6.54,7,7,6,7,7,8,8,7,7.12,6.68,8,7,6,6,6,5,8,7,6.62,6.67,5,6.39
6.26,5.84,7.61,633.65,6,7,8,9,7,7,7.43,7,7,9,9,10,9,9,9,8.62,8.02,10,9,8,7,6,10,9,7,8.25,8.1,9,10,9,9,10,10,9,8,9.25,8.39,8,9,8,9,8,8,8,7,8.12,8.33,9,8.44
7.93,7.24,7.25,565.9,9,7,6,8,8,9,7.71,9,7,7,8,6,6,8,9,7.5,7.61,6,6,8,8,6,6,5,8,6.62,7.28,5,8,7,8,6,6,9,8,7.12,7.24,7,8,7,9,8,8,8,7,7.75,7.34,7,7.28
8.33,8.1,9.63,785.88,5,6,5,10,10,9,7.43,9,7,10,9,6,9,9,9,8.5,7.96,6,7,8,8,7,5,8,8,7.12,7.68,6,8,7,8,7,7,9,7,7.38,7.61,8,6,8,7,7,6,9,7,7.25,7.54,7,7.45
6.61,7.95,7.82,484.92,8,5,6,7,8,8,7.0,8,8,6,9,6,8,5,10,7.5,7.25,7,9,10,6,9,7,8,9,8.12,7.54,10,6,8,6,6,10,7,7,7.5,7.53,5,8,7,7,9,8,5,10,7.38,7.5,9,7.75
8.75,8.61,7.12,564.19,5,5,7,5,6,6,6.14,6,5,5,5,10,6,7,5,6.12,6.13,6,7,9,7,5,5,6,8,6.62,6.29,7,6,7,8,5,8,7,7,6.88,6.44,6,6,6,8,6,6,6,5,6.12,6.38,7,6.48
5.26,6.63,7.41,412.1,7,5,6,8,7,8,7.0,7,7,8,8,7,8,10,10,8.12,7.56,5,8,6,7,8,5,7,7,6.62,7.25,9,7,7,6,5,10,7,8,7.38,7.28,6,6,7,7,6,8,5,7,6.5,7.12,6,6.94
5.86,6.69,6.24,605.16,8,6,6,7,6,6,6.29,8,5,7,9,6,5,7,9,7.0,6.64,6,6,6,7,6,7,7,5,6.25,6.51,6,8,8,7,5,6,6,9,6.88,6.6,7,6,6,5,7,7,7,7,6.5,6.58,7,6.65
6.68,6.38,7.72,393.58,6,8,7,5,7,5,6.14,7,6,5,5,6,7,7,7,6.25,6.2,9,8,6,7,6,9,8,6,7.38,6.59,8,6,7,8,9,8,5,6,7.12,6.72,7,8,8,7,8,7,7,8,7.5,6.88,8,7.07
8.46,8.43,9.64,726.5,8,8,7,6,8,5,7.29,6,7,7,5,8,8,6,6,6.62,6.95,7,8,9,9,6,6,6,8,7.38,7.1,9,7,6,7,6,9,8,5,7.12,7.1,7,6,7,7,6,6,8,7,6.75,7.03,6,6.86
5.64,5.4,5.22,623.6,6,7,7,5,5,6,6.14,5,6,6,5,9,8,6,6,6.38,6.26,8,7,8,7,7,6,8,8,7.38,6.63,5,6,8,8,8,6,7,8,7.0,6.73,5,8,5,8,7,8,5,8,6.75,6.73,8,6.94
6.77,7.88,7.71,413.68,5,8,7,7,9,6,6.71,5,7,6,8,5,7,5,9,6.5,6.61,6,5,9,9,7,6,5,8,6.88,6.7,6,7,8,7,6,5,7,8,6.75,6.71,8,7,8,7,9,8,8,8,7.88,6.94,9,7.29
9.64,8.83,8.99,947.94,8,10,9,9,8,10,8.86,7,9,10,9,7,8,9,8,8.38,8.62,9,10,7,8,8,9,10,8,8.62,8.62,10,10,10,10,10,9,9,9,9.62,8.87,9,9,9,8,9,9,8,9,8.75,8.85,10,9.04
8.55,8.69,8.47,912.21,8,8,9,9,10,8,8.57,9,9,10,8,9,9,10,8,9.0,8.79,8,7,9,10,10,9,8,9,8.75,8.77,6,10,9,9,8,7,9,8,8.25,8.64,10,9,8,8,9,8,9,9,8.75,8.66,9,8.72
8.91,6.02,5.37,637.62,8,7,8,7,6,9,7.14,6,9,6,6,7,9,5,8,7.0,7.07,8,7,8,8,10,7,5,7,7.5,7.21,7,7,6,7,9,8,6,7,7.12,7.19,6,8,6,7,6,6,6,7,6.5,7.05,5,6.71
6.66,5.94,6.43,547.59,6,7,8,7,8,9,7.14,6,9,6,9,6,9,5,8,7.25,7.2,6,7,8,6,10,6,6,7,7.0,7.13,7,8,7,8,6,8,9,8,7.62,7.25,7,8,8,6,6,7,7,6,6.88,7.18,7,7.15
5.72,6.32,6.35,404.41,7,5,8,8,9,10,7.57,6,6,8,8,8,7,10,10,7.88,7.73,9,8,7,6,6,10,8,8,7.75,7.73,8,7,6,8,9,8,7,6,7.38,7.65,6,7,8,8,7,7,6,8,7.12,7.54,8,7.62
6.12,5.47,5.56,464.97,6,8,5,7,7,8,6.57,5,7,6,9,5,8,7,8,6.88,6.73,7,8,9,8,7,7,9,9,8.0,7.15,6,8,8,8,6,5,7,9,7.12,7.14,7,5,6,8,8,7,7,7,6.88,7.09,9,7.41
7.83,7.98,6.73,440.66,8,7,7,7,9,7,7.43,7,6,6,9,9,8,7,10,7.75,7.59,7,6,9,7,7,7,5,8,7.0,7.39,7,7,7,6,7,7,6,6,6.62,7.2,8,7,7,5,6,8,6,6,6.62,7.08,7,7.07
6.52,5.36,7.5,450.73,8,7,8,5,7,6,6.57,5,5,5,5,6,5,6,5,5.25,5.91,9,10,9,7,5,8,9,7,8.0,6.61,9,6,6,8,8,9,7,7,7.5,6.83,5,6,7,9,7,7,5,7,6.62,6.79,6,6.66
7.27,6.34,7.06,544.45,9,9,7,7,9,6,7.71,7,8,7,7,6,9,9,6,7.38,7.55,6,9,8,10,7,7,8,6,7.62,7.57,9,6,7,8,5,7,7,8,7.12,7.46,7,8,7,7,7,7,6,8,7.12,7.39,6,7.16
7.47,6.59,5.38,539.2,7,8,5,8,7,7,7.14,7,6,10,7,8,6,10,6,7.5,7.32,5,6,8,8,5,5,7,7,6.38,7.01,7,6,8,6,6,5,7,9,6.75,6.94,5,7,7,6,7,6,6,6,6.25,6.8,5,6.5
7.26,6.98,7.13,597.1,8,6,7,9,10,10,8.0,5,9,8,8,8,8,8,9,7.88,7.94,6,5,8,8,8,5,5,9,6.75,7.54,6,7,8,8,7,5,5,9,6.88,7.38,7,7,6,7,7,6,8,6,6.75,7.25,7,7.21
7.7,6.22,7.14,600.32,9,8,7,7,6,8,7.57,9,6,7,9,9,7,6,9,7.75,7.66,7,5,10,8,6,8,6,10,7.5,7.61,6,8,8,7,6,6,8,7,7.0,7.46,9,6,6,5,9,6,10,9,7.5,7.46,9,7.72
9.99,7.62,5.12,413.91,5,6,6,7,7,6,6.43,6,7,6,6,7,9,8,5,6.75,6.59,5,5,9,5,5,5,6,9,6.12,6.43,5,6,7,6,5,5,5,7,5.75,6.26,7,7,6,5,8,6,8,9,7.0,6.41,9,6.84
8.83,8.48,8.71,819.25,7,7,9,5,5,6,6.86,7,8,5,6,8,9,7,5,6.88,6.87,10,7,9,8,8,10,6,8,8.25,7.33,7,7,6,6,10,6,7,5,6.75,7.18,6,6,6,7,7,7,7,7,6.62,7.07,6,6.89
7.18,6.89,6.06,499.29,5,8,7,6,6,8,6.57,8,6,8,6,8,6,9,5,7.0,6.79,6,6,5,9,5,6,5,6,6.0,6.52,5,8,6,7,5,6,7,5,6.12,6.42,7,7,8,5,5,7,8,5,6.5,6.44,6,6.37
5.81,5.92,6.44,471.2,8,7,5,7,6,8,6.86,7,6,7,7,9,7,6,6,6.88,6.87,6,5,5,7,5,6,5,6,5.62,6.45,5,8,6,6,5,6,7,5,6.0,6.34,7,8,7,6,7,6,7,8,7.0,6.47,8,6.73
5.94,6.65,5.36,583.25,8,5,8,8,8,10,7.86,8,6,9,8,7,5,8,7,7.25,7.55,8,6,8,6,7,9,6,7,7.12,7.41,7,8,8,8,8,7,9,9,8.0,7.56,8,6,8,7,8,8,9,7,7.62,7.57,7,7.47
7.98,7.6,7.6,422.34,8,5,5,5,5,6,5.86,8,7,6,7,6,8,6,6,6.75,6.3,5,7,6,5,6,5,6,6,5.75,6.12,8,8,8,8,6,8,8,9,7.88,6.56,7,7,6,7,8,8,7,8,7.25,6.7,7,6.75
8.03,7.75,6.96,445.74,5,7,7,6,6,5,5.86,8,5,6,6,5,7,6,7,6.25,6.05,7,9,5,9,5,8,8,6,7.12,6.41,9,8,6,6,8,9,7,5,7.25,6.62,9,7,8,6,6,8,10,7,7.62,6.82,5,6.52
6.16,5.35,7.02,546.35,5,5,5,7,8,8,6.57,5,8,7,6,8,10,7,7,7.25,6.91,7,6,8,6,8,6,6,8,6.88,6.9,7,5,5,5,6,7,5,5,5.62,6.58,6,7,8,6,5,7,7,6,6.5,6.56,6,6.47
5.37,6.21,5.82,480.67,5,8,7,7,7,9,7.0,8,6,5,8,6,7,6,9,6.88,6.94,5,9,6,10,5,5,8,7,6.88,6.92,8,6,6,8,5,9,7,7,7.0,6.94,6,7,8,7,7,7,5,6,6.62,6.88,8,7.06
5.06,7.71,7.81,442.95,6,5,5,7,6,8,6.0,8,7,9,6,7,7,10,5,7.38,6.69,5,7,5,7,6,6,8,6,6.25,6.54,7,6,6,6,5,6,5,7,6.0,6.41,6,7,6,7,7,8,7,5,6.62,6.45,8,6.71
6.95,7.63,5.88,532.37,7,7,8,5,5,5,6.29,5,7,5,5,8,9,5,5,6.12,6.2,6,5,7,7,7,5,6,7,6.25,6.22,6,8,7,6,6,6,8,6,6.62,6.32,7,6,8,5,7,6,8,6,6.62,6.38,7,6.48
7.24,6.67,7.86,518.58,6,9,8,7,8,8,7.57,6,9,7,6,6,10,6,7,7.12,7.35,10,6,6,9,9,10,7,6,7.88,7.52,6,8,7,7,9,7,8,6,7.25,7.46,7,8,8,6,7,8,6,6,7.0,7.36,8,7.47
6.48,6.01,5.18,491.96,7,7,6,6,8,7,6.57,8,8,7,8,7,8,5,9,7.5,7.04,6,7,5,9,8,6,6,5,6.5,6.86,6,8,8,7,6,7,7,8,7.12,6.92,9,6,6,7,7,6,9,7,7.12,6.96,7,6.97
6.94,6.25,5.29,427.8,5,6,7,7,8,8,6.86,6,5,6,6,8,5,7,5,6.0,6.43,5,5,7,7,5,5,6,7,5.88,6.25,6,7,6,7,6,7,6,5,6.25,6.25,6,6,6,6,7,8,5,8,6.5,6.3,6,6.25
6.73,7.82,7.05,630.83,9,6,7,7,7,8,7.29,6,7,9,7,6,8,10,7,7.5,7.39,8,8,7,8,8,8,9,8,8.0,7.6,7,7,8,8,9,6,5,8,7.25,7.51,7,8,8,8,8,6,6,8,7.38,7.48,9,7.74
7.47,7.55,6.78,539.17,6,8,8,6,6,8,7.0,9,6,8,7,6,8,8,7,7.38,7.19,8,8,10,8,7,8,8,9,8.25,7.54,7,6,8,6,9,8,6,7,7.12,7.44,6,8,6,6,8,6,7,8,6.88,7.33,8,7.44
8.48,7.36,5.73,501.42,5,8,5,5,7,5,5.71,6,5,7,5,5,6,6,5,5.62,5.67,7,7,8,10,5,6,5,9,7.12,6.15,8,8,7,8,8,9,8,7,7.88,6.58,7,8,6,7,6,8,8,5,6.88,6.64,6,6.54
5.11,7.15,6.45,524.13,7,7,5,6,8,6,6.43,6,8,6,7,7,6,7,8,6.88,6.65,6,7,8,9,9,6,6,7,7.25,6.85,6,8,8,7,7,7,9,8,7.5,7.01,7,8,6,7,6,8,8,6,7.0,7.01,6,6.84
6.21,6.67,5.76,500.72,6,8,5,7,9,8,7.14,9,7,9,6,9,9,9,8,8.25,7.7,6,7,8,7,8,5,7,7,6.88,7.42,8,8,6,8,7,9,8,5,7.38,7.41,9,6,6,6,7,8,9,7,7.25,7.38,8,7.48
6.53,6.07,5.24,558.76,5,5,6,8,10,6,6.71,7,5,7,6,7,5,6,7,6.25,6.48,5,8,9,6,6,5,8,8,6.88,6.61,6,7,6,8,5,6,6,7,6.38,6.56,8,6,7,9,5,7,7,5,6.75,6.59,6,6.5
5.64,5.9,5.5,606.66,7,8,6,5,6,6,6.14,7,5,7,7,5,6,6,9,6.5,6.32,6,7,8,10,5,7,6,9,7.25,6.63,7,7,8,6,7,7,6,8,7.0,6.72,7,7,6,5,7,8,7,8,6.88,6.75,7,6.8
7.74,7.89,6.44,578.93,6,8,5,5,7,5,6.14,8,6,6,5,9,5,8,7,6.75,6.45,7,7,6,7,6,6,6,7,6.5,6.46,7,8,8,8,7,6,9,6,7.38,6.69,7,8,8,7,8,6,6,6,7.0,6.75,8,6.96
7.04,7.44,7.42,634.54,8,6,6,6,6,8,6.86,7,6,6,8,8,5,7,7,6.75,6.8,7,5,9,8,7,7,6,10,7.38,7.0,6,6,6,7,8,6,5,5,6.12,6.78,7,6,6,8,5,8,8,5,6.62,6.75,6,6.62
5.92,5.66,5.45,585.18,5,8,7,6,5,8,6.71,8,6,8,7,10,6,7,9,7.62,7.17,7,7,5,8,5,7,7,5,6.38,6.9,6,8,7,6,8,5,7,8,6.88,6.9,8,6,7,6,7,6,9,6,6.88,6.89,6,6.75
6.46,5.32,6.91,511.72,8,5,7,8,9,7,7.0,6,9,8,10,5,10,9,10,8.38,7.69,6,8,5,5,8,7,9,6,6.75,7.38,7,8,7,6,5,8,9,7,7.12,7.31,9,8,6,6,7,7,9,7,7.38,7.33,7,7.27
7.04,6.94,7.83,576.32,6,6,6,9,8,10,7.57,6,9,8,9,7,10,8,7,8.0,7.79,7,7,7,8,10,8,6,8,7.62,7.73,8,6,8,6,6,7,6,9,7.0,7.55,5,8,6,6,7,8,6,8,6.75,7.39,6,7.16
6.96,6.03,6.24,638.11,6,8,6,7,6,8,6.57,6,6,9,7,5,6,10,6,6.88,6.73,5,7,6,8,7,5,8,6,6.5,6.65,7,8,6,7,5,6,8,7,6.75,6.68,7,6,5,8,7,6,6,8,6.62,6.66,7,6.72
6.95,7.32,6.84,401.28,6,7,7,8,8,8,7.0,9,9,6,10,7,10,5,10,8.25,7.62,5,9,5,6,9,6,8,6,6.75,7.33,8,8,6,7,6,9,8,6,7.25,7.31,9,6,6,6,6,6,10,5,6.75,7.2,7,7.17
6.88,7.81,5.66,439.04,5,8,7,7,8,6,6.57,8,8,6,7,7,9,6,9,7.5,7.04,6,10,10,10,8,6,9,9,8.5,7.52,10,8,8,8,6,10,7,7,8.0,7.64,6,7,6,8,8,7,7,9,7.25,7.56,8,7.64
7.7,7.06,6.76,432.58,6,8,7,7,6,8,6.71,6,5,9,8,6,6,10,8,7.25,6.98,8,8,7,9,5,7,9,7,7.5,7.15,7,8,8,8,8,5,8,8,7.5,7.24,7,8,6,9,7,7,6,6,7.0,7.19,8,7.33
